Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-04-13 00:00:00-04:00,157.31236722719495,158.48012672169716,155.35014744673524,158.4226837158203,41905300,0.0,0.0
2020-04-14 00:00:00-04:00,161.76321038251245,166.30980949089667,160.80603162285263,166.26194763183594,52874300,0.0,0.0
2020-04-15 00:00:00-04:00,163.86900827959028,166.13753197612417,161.9929460032736,164.5198974609375,40940800,0.0,0.0
2020-04-16 00:00:00-04:00,166.83623280718882,169.68862094407544,165.49617400471112,169.45889282226562,50479600,0.0,0.0
2020-04-17 00:00:00-04:00,171.813572888909,172.29216222843243,168.33900961024494,170.95211791992188,52765600,0.0,0.0
2020-04-20 00:00:00-04:00,169.06645226353896,171.0956661194561,167.4966800229381,167.5636749267578,36669600,0.0,0.0
2020-04-21 00:00:00-04:00,166.07047997263564,166.2331985750058,158.99693100643162,160.6337127685547,56203700,0.0,0.0
2020-04-22 00:00:00-04:00,164.0508501636032,166.54908705362305,163.5052659215048,166.0896453857422,34620200,0.0,0.0
2020-04-23 00:00:00-04:00,166.65438768105864,167.56370454484113,163.59141869523893,164.07957458496094,32790800,0.0,0.0
2020-04-24 00:00:00-04:00,164.69215098463684,167.08509753411812,163.39996861114895,167.07553100585938,34277600,0.0,0.0
2020-04-27 00:00:00-04:00,169.02818179820954,169.3249048560136,165.87907032634968,166.59695434570312,33194400,0.0,0.0
2020-04-28 00:00:00-04:00,168.07105225178304,168.14762832221905,162.13654554421586,162.53855895996094,34392700,0.0,0.0
2020-04-29 00:00:00-04:00,165.8024852010101,170.07149375669667,164.51986932861183,169.8321990966797,51286600,0.0,0.0
2020-04-30 00:00:00-04:00,172.29219085669826,172.67505654977936,168.68362254757932,171.53602600097656,53875900,0.0,0.0
2020-05-01 00:00:00-04:00,168.27200641389507,170.99039022327574,166.5586484837286,167.0946807861328,39370500,0.0,0.0
2020-05-04 00:00:00-04:00,167.01812031538887,171.33499108993863,166.3576646609175,171.1818389892578,30372900,0.0,0.0
2020-05-05 00:00:00-04:00,172.88563361108132,175.78588426417025,172.196463692982,173.01963806152344,36839200,0.0,0.0
2020-05-06 00:00:00-04:00,174.28307944064966,176.31229337796827,173.85235199617549,174.72337341308594,32139300,0.0,0.0
2020-05-07 00:00:00-04:00,176.2836061355487,176.64733872911614,174.76169544991922,175.73802185058594,28316000,0.0,0.0
2020-05-08 00:00:00-04:00,177.05890028676012,177.07804794901972,175.50827556763306,176.77174377441406,30877800,0.0,0.0
2020-05-11 00:00:00-04:00,175.3072630945256,179.48056257343904,175.0201211851634,178.74354553222656,30892700,0.0,0.0
2020-05-12 00:00:00-04:00,178.80097625310097,179.0306897835958,174.49367229167643,174.69467163085938,32038200,0.0,0.0
2020-05-13 00:00:00-04:00,174.7329904875629,176.16875866805987,168.9803366302558,172.05288696289062,44711500,0.0,0.0
2020-05-14 00:00:00-04:00,169.93748442621697,172.9526058186347,168.15713162286323,172.79945373535156,41873900,0.0,0.0
2020-05-15 00:00:00-04:00,171.39244019900235,179.04987089422696,169.4206541318444,175.31687927246094,46610400,0.0,0.0
2020-05-18 00:00:00-04:00,177.79595475407282,178.22668227519873,176.08261119923372,176.99192810058594,35264500,0.0,0.0
2020-05-19 00:00:00-04:00,177.10676792703353,178.60954544769828,175.6327192033904,175.7667236328125,26799100,0.0,0.0
2020-05-20 00:00:00-04:00,177.38886870679679,178.38711523926915,176.5538086361456,178.20474243164062,31261300,0.51,0.0
2020-05-21 00:00:00-04:00,177.9551494380042,179.17415595112675,175.9298771279143,176.0642547607422,29119500,0.0,0.0
2020-05-22 00:00:00-04:00,175.83392486587098,177.05293154116515,175.21001712283223,176.1410675048828,20826900,0.0,0.0
2020-05-26 00:00:00-04:00,178.85745557270067,179.0110342377732,173.82787878314946,174.2790069580078,36073600,0.0,0.0
2020-05-27 00:00:00-04:00,172.96394266922994,174.68207219522668,169.50851192215904,174.50929260253906,39517100,0.0,0.0
2020-05-28 00:00:00-04:00,173.48231266569437,176.75537151482436,173.13676803502756,174.1157989501953,33810200,0.0,0.0
2020-05-29 00:00:00-04:00,175.39240196907681,176.87057087435878,173.1655700836778,175.8915252685547,42130400,0.0,0.0
2020-06-01 00:00:00-04:00,175.21000969417707,175.65154461123888,174.17339051615602,175.48837280273438,22622400,0.0,0.0
2020-06-02 00:00:00-04:00,176.85136234882526,177.5712457776536,174.0678189491154,177.48486328125,30794600,0.0,0.0
2020-06-03 00:00:00-04:00,177.39845376013542,178.4734748300103,176.20824139987135,177.91676330566406,27311000,0.0,0.0
2020-06-04 00:00:00-04:00,176.89937364179772,178.3775279728802,174.97968432315872,175.5747833251953,28761800,0.0,0.0
2020-06-05 00:00:00-04:00,175.28680217113944,180.19160827140416,174.70129642604095,179.68289184570312,39893600,0.0,0.0
2020-06-08 00:00:00-04:00,178.4734734319101,180.97866794881153,177.03370680486475,180.79629516601562,33211600,0.0,0.0
2020-06-09 00:00:00-04:00,180.45077420666559,183.04235154531418,179.7404839717792,182.17849731445312,29783900,0.0,0.0
2020-06-10 00:00:00-04:00,183.45505739871,190.54830664042706,183.33986611607116,188.93576049804688,43872300,0.0,0.0
2020-06-11 00:00:00-04:00,185.3748028618798,187.8991843445912,178.59830194259595,178.79026794433594,52854700,0.0,0.0
2020-06-12 00:00:00-04:00,182.8888015959593,184.0214259511161,177.74403344899753,180.2012481689453,43373600,0.0,0.0
2020-06-15 00:00:00-04:00,177.1680897119196,183.1575243313192,176.62097134724394,181.35301208496094,32770200,0.0,0.0
2020-06-16 00:00:00-04:00,185.14438681128263,187.7263706057299,183.77181634137804,185.79708862304688,42556700,0.0,0.0
2020-06-17 00:00:00-04:00,187.19847151579805,188.43667912161857,185.9122834018671,186.44020080566406,25687800,0.0,0.0
2020-06-18 00:00:00-04:00,186.20985995056128,188.5998783740572,186.20985995056128,188.43670654296875,23061600,0.0,0.0
2020-06-19 00:00:00-04:00,190.6155272914356,191.28741555293973,186.56498208428334,187.31365966796875,44441100,0.0,0.0
2020-06-22 00:00:00-04:00,187.9279663598332,192.69839515722148,187.3904557312936,192.5160369873047,32818900,0.0,0.0
2020-06-23 00:00:00-04:00,193.9750111089258,195.7603228294145,193.34151009447902,193.80224609375,30917400,0.0,0.0
2020-06-24 00:00:00-04:00,193.5046700779073,195.08840775103926,188.66704527062345,189.89564514160156,36740600,0.0,0.0
2020-06-25 00:00:00-04:00,189.85727387105254,192.55443498241675,187.62083408877987,192.29527282714844,27803900,0.0,0.0
2020-06-26 00:00:00-04:00,191.70978583796852,191.86336451143993,187.0545476361563,188.44631958007812,54675800,0.0,0.0
2020-06-29 00:00:00-04:00,187.91835250772525,190.55792484717963,185.7779034024476,190.47154235839844,26701600,0.0,0.0
2020-06-30 00:00:00-04:00,189.93403700874228,196.19221269128647,189.7996593627015,195.33795166015625,34310300,0.0,0.0
2020-07-01 00:00:00-04:00,194.98283880276514,198.06394652909339,193.66785633797363,196.48019409179688,32061200,0.0,0.0
2020-07-02 00:00:00-04:00,197.42079701325403,199.6668441295867,196.7681098254072,197.97750854492188,29315800,0.0,0.0
2020-07-06 00:00:00-04:00,200.44432281925558,202.6519680337817,199.73403263748466,202.23922729492188,31897600,0.0,0.0
2020-07-07 00:00:00-04:00,201.99925858935953,206.0498032802101,199.63804947903506,199.88760375976562,33600700,0.0,0.0
2020-07-08 00:00:00-04:00,201.63455617889085,204.6964480594897,200.3099659833893,204.28372192382812,33600000,0.0,0.0
2020-07-09 00:00:00-04:00,207.64316463911499,207.69115979383565,202.97831973392456,205.71388244628906,33121700,0.0,0.0
2020-07-10 00:00:00-04:00,205.04198592289438,205.48352085550894,202.60398723586235,205.08998107910156,26177600,0.0,0.0
2020-07-13 00:00:00-04:00,205.86745720277855,207.13445905255088,198.20790171209103,198.75502014160156,38135600,0.0,0.0
2020-07-14 00:00:00-04:00,197.85275604955902,200.46353432165108,193.91738765007852,199.98361206054688,37591800,0.0,0.0
2020-07-15 00:00:00-04:00,201.14503357793527,202.84396263388592,196.79693867821612,199.68606567382812,32179400,0.0,0.0
